promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
85.0,3,86,6,4,8,No,Sí,Rendimiento Promedio,19,5,4,38052,3,88,No,84.0,77.7,9,7,Arquitectura
74.6,1,75,2,9,1,No,No,Bajo Rendimiento,22,5,1,23974,0,79,No,85.8,90.0,11,6,Arquitectura
84.8,3,86,7,7,7,No,Sí,Rendimiento Promedio,23,4,5,10599,0,85,No,86.3,80.9,11,5,Ing. Gestión Empresarial
96.8,4,99,9,4,8,Sí,No,Alto Rendimiento,25,3,3,33695,2,80,No,86.9,85.6,5,6,Ing. Sistemas
84.6,3,80,8,4,5,No,No,Rendimiento Promedio,23,4,3,49042,0,90,Sí,82.8,90.0,11,5,Ing. Bioquímica
87.7,2,95,8,7,5,No,Sí,Rendimiento Promedio,20,2,3,11782,3,91,No,86.0,86.1,6,5,Arquitectura
86.5,3,94,7,5,5,No,No,Rendimiento Promedio,22,1,3,32933,3,82,Sí,81.2,80.6,12,5,Ing. Gestión Empresarial
71.5,2,70,1,9,1,Sí,No,Bajo Rendimiento,23,1,4,32632,0,92,No,87.4,79.2,1,7,Ing. Sistemas
80.0,1,71,1,10,4,No,No,Bajo Rendimiento,20,2,2,26266,2,84,Sí,82.9,82.9,1,7,Ing. Mecánica
96.6,4,98,10,4,8,Sí,No,Alto Rendimiento,18,1,2,41515,3,93,No,93.2,83.4,1,5,Ing. Gestión Empresarial
95.3,3,98,10,3,10,Sí,No,Alto Rendimiento,19,5,4,18061,1,79,Sí,86.0,86.1,2,5,Ing. Industrial
83.2,3,90,7,7,8,Sí,No,Rendimiento Promedio,23,5,2,42606,2,79,Sí,79.7,82.3,8,6,Ing. Civil
75.0,1,76,4,10,3,No,No,Bajo Rendimiento,21,5,3,10906,3,87,Sí,81.8,82.2,5,7,Ing. Industrial
80.1,3,90,5,7,7,No,Sí,Rendimiento Promedio,19,2,4,41269,1,80,No,90.0,74.7,11,7,Ing. Industrial
82.6,4,94,7,5,7,No,Sí,Rendimiento Promedio,22,3,3,29815,3,87,No,80.4,90.7,10,7,Arquitectura
82.7,4,86,5,4,7,Sí,No,Rendimiento Promedio,20,2,4,12719,3,79,Sí,75.0,80.8,3,7,Ing. Industrial
92.6,3,96,9,1,10,No,No,Alto Rendimiento,19,3,1,29721,0,78,Sí,88.3,90.6,5,6,Arquitectura
85.1,2,95,7,6,7,No,No,Rendimiento Promedio,20,1,3,14507,1,89,Sí,90.2,91.2,11,6,Arquitectura
83.1,3,94,8,6,8,No,Sí,Rendimiento Promedio,22,1,6,43829,3,95,No,73.9,87.3,8,7,Ing. Industrial
97.0,4,95,9,2,9,Sí,No,Alto Rendimiento,22,1,3,35007,0,84,No,93.8,92.3,7,7,Ing. Mecánica
79.9,1,70,1,9,2,No,No,Bajo Rendimiento,19,3,2,12797,0,88,No,83.5,84.2,10,7,Ing. Gestión Empresarial
93.6,3,96,8,4,9,Sí,Sí,Alto Rendimiento,25,1,2,13817,3,84,No,76.8,80.6,2,6,Ing. Electrónica
84.9,4,80,7,4,8,No,Sí,Rendimiento Promedio,23,2,2,31852,0,88,No,83.6,79.4,10,7,Ing. Gestión Empresarial
81.3,2,83,5,5,6,No,No,Rendimiento Promedio,21,3,2,41630,2,70,No,92.5,78.5,9,6,Ing. Industrial
70.2,1,79,2,10,4,No,No,Bajo Rendimiento,23,5,3,23691,2,82,No,74.5,82.7,12,5,Ing. Química
86.4,2,86,8,4,6,No,No,Rendimiento Promedio,24,3,1,12152,2,94,Sí,86.5,83.0,10,6,Ing. Sistemas
92.8,4,97,8,3,10,No,No,Alto Rendimiento,21,2,1,17901,3,87,No,93.1,87.4,4,7,Arquitectura
77.8,1,75,2,10,2,No,No,Bajo Rendimiento,25,2,4,42253,2,84,Sí,84.5,84.8,6,5,Ing. Mecánica
84.0,3,80,6,6,7,No,Sí,Rendimiento Promedio,20,2,2,32264,3,87,Sí,85.0,84.5,2,7,Ing. Industrial
75.8,1,80,2,9,4,Sí,No,Bajo Rendimiento,19,1,4,45063,2,89,Sí,89.1,86.5,11,7,Ing. Inteligencia Artificial
70.4,2,74,3,7,2,Sí,No,Bajo Rendimiento,18,5,5,11257,0,74,No,87.1,78.6,5,6,Ing. Mecánica
76.0,2,72,1,7,2,No,No,Bajo Rendimiento,22,5,6,40774,0,83,No,82.3,89.2,6,6,Ing. Industrial
80.0,2,94,6,6,6,No,Sí,Rendimiento Promedio,23,4,2,24662,0,78,No,88.8,78.6,2,7,Ing. Civil
90.0,2,86,5,6,7,No,No,Rendimiento Promedio,20,2,1,7895,0,95,Sí,90.7,85.8,1,6,Ing. Industrial
86.5,3,90,7,5,7,No,No,Rendimiento Promedio,22,1,3,29406,3,77,No,76.3,77.6,10,5,Ing. Industrial
84.8,2,91,7,4,6,No,Sí,Rendimiento Promedio,20,3,3,36848,1,84,No,89.1,98.7,11,7,Ing. Química
84.5,3,83,8,7,5,No,Sí,Rendimiento Promedio,19,1,2,22092,2,88,No,78.8,87.1,11,7,Ing. Gestión Empresarial
86.2,2,83,5,7,7,Sí,Sí,Rendimiento Promedio,20,2,5,38962,1,88,No,84.4,87.3,3,6,Ing. Mecánica
87.4,4,89,6,7,7,Sí,No,Rendimiento Promedio,20,1,3,21644,3,79,No,81.3,82.3,11,6,Ing. Química
76.6,2,75,3,9,4,No,No,Bajo Rendimiento,24,2,1,47949,1,79,No,80.8,84.3,2,6,Ing. Mecánica
87.0,3,90,5,5,6,No,Sí,Rendimiento Promedio,18,3,2,49809,1,81,No,91.4,84.3,12,6,Ing. Gestión Empresarial
84.0,4,87,8,7,6,No,Sí,Rendimiento Promedio,20,3,1,31485,2,82,No,88.3,81.2,6,5,Ing. Civil
85.8,4,93,5,6,5,Sí,No,Rendimiento Promedio,21,5,6,24619,3,82,No,91.5,99.0,11,4,Ing. Industrial
77.3,2,82,1,9,4,No,Sí,Bajo Rendimiento,20,4,3,47221,0,88,No,80.8,78.0,3,5,Ing. Inteligencia Artificial
80.0,1,78,4,7,3,No,No,Bajo Rendimiento,20,1,5,30250,0,81,No,89.7,83.4,2,5,Ing. Inteligencia Artificial
83.9,3,85,6,6,5,No,No,Rendimiento Promedio,19,4,5,49733,1,86,No,91.7,87.7,7,5,Ing. Industrial
85.2,2,94,6,6,6,Sí,No,Rendimiento Promedio,20,1,6,35884,0,81,No,85.2,83.9,1,6,Ing. Gestión Empresarial
97.6,3,99,8,2,8,Sí,Sí,Alto Rendimiento,24,5,5,29489,3,87,No,81.4,90.2,9,5,Ing. Química
88.5,4,91,5,7,7,No,Sí,Rendimiento Promedio,18,5,1,22647,2,86,No,84.2,84.6,1,5,Ing. Industrial
85.3,3,82,7,4,5,No,No,Rendimiento Promedio,25,3,1,36271,3,83,No,79.9,92.5,5,5,Ing. Sistemas
88.2,4,81,5,6,8,No,No,Rendimiento Promedio,19,3,2,18839,0,80,No,83.5,77.6,7,5,Ing. Civil
84.8,2,88,8,7,7,No,Sí,Rendimiento Promedio,25,3,4,37964,0,82,No,83.5,79.8,10,5,Ing. Civil
80.6,2,83,6,5,5,Sí,No,Rendimiento Promedio,24,1,3,39058,2,81,No,76.6,81.3,5,6,Ing. Civil
85.0,3,95,5,5,7,Sí,Sí,Rendimiento Promedio,22,4,5,6074,3,85,Sí,87.8,93.6,3,7,Arquitectura
87.4,2,89,7,5,8,No,Sí,Rendimiento Promedio,25,4,2,43620,1,88,Sí,81.2,79.9,2,7,Ing. Gestión Empresarial
84.3,2,81,5,7,6,No,Sí,Rendimiento Promedio,21,3,1,28919,1,87,Sí,89.1,94.0,2,6,Arquitectura
94.7,3,96,10,4,8,Sí,Sí,Alto Rendimiento,21,5,4,24821,3,89,No,89.8,77.6,9,7,Ing. Industrial
92.3,4,95,9,3,9,Sí,Sí,Alto Rendimiento,25,4,1,49367,3,79,Sí,76.4,79.4,11,5,Ing. Civil
84.7,3,92,5,6,8,No,No,Rendimiento Promedio,25,5,3,38713,3,84,No,88.4,85.5,6,7,Ing. Mecánica
80.0,1,76,2,10,4,Sí,No,Bajo Rendimiento,22,3,3,30282,2,81,Sí,88.1,85.7,4,5,Ing. Inteligencia Artificial
96.0,4,100,10,4,8,Sí,Sí,Alto Rendimiento,20,1,2,40754,1,85,No,90.3,91.5,10,6,Ing. Bioquímica
70.0,2,72,2,10,2,No,No,Bajo Rendimiento,18,2,4,44916,1,88,No,87.2,91.1,10,5,Ing. Sistemas
89.4,4,95,7,4,6,No,Sí,Rendimiento Promedio,18,4,6,21173,1,82,No,74.1,83.9,7,5,Ing. Electrónica
95.9,4,100,9,1,9,Sí,No,Alto Rendimiento,18,3,2,26855,1,77,No,79.2,83.4,2,6,Ing. Mecánica
85.3,2,87,8,6,7,No,Sí,Rendimiento Promedio,18,3,4,18643,2,79,No,82.4,84.7,4,7,Arquitectura
70.0,1,74,2,9,4,No,Sí,Bajo Rendimiento,24,4,2,47725,1,74,Sí,81.3,83.9,1,7,Arquitectura
70.9,2,81,1,7,1,Sí,No,Bajo Rendimiento,20,2,5,49628,3,85,Sí,80.6,89.3,11,5,Ing. Industrial
94.9,3,97,10,4,9,Sí,No,Alto Rendimiento,22,1,1,40931,1,82,No,84.0,82.6,4,5,Ing. Mecánica
89.6,4,83,6,5,7,No,Sí,Rendimiento Promedio,25,4,2,41831,2,82,No,88.0,90.5,7,5,Ing. Mecánica
85.1,3,80,5,7,7,No,No,Rendimiento Promedio,24,1,4,48674,0,77,Sí,92.0,88.1,10,7,Ing. Bioquímica
88.0,3,87,7,4,5,No,No,Rendimiento Promedio,24,3,3,23224,2,82,Sí,90.9,86.1,9,6,Ing. Química
95.5,3,97,8,1,10,Sí,No,Alto Rendimiento,22,4,1,18168,1,84,Sí,88.1,79.3,11,7,Ing. Mecánica
87.1,4,90,5,7,7,No,Sí,Rendimiento Promedio,25,1,3,43414,2,83,No,87.7,71.3,5,5,Ing. Mecánica
84.8,3,90,6,7,5,No,No,Rendimiento Promedio,21,5,2,21160,2,89,No,85.1,83.1,6,6,Ing. Sistemas
85.9,2,87,7,6,8,No,Sí,Rendimiento Promedio,22,5,4,25575,2,80,Sí,85.1,84.9,7,6,Ing. Civil
92.4,4,97,9,2,8,Sí,Sí,Alto Rendimiento,18,5,1,16763,2,84,Sí,82.2,85.9,9,7,Ing. Electrónica
81.6,4,92,6,7,5,No,No,Rendimiento Promedio,20,1,3,10749,3,90,No,78.3,86.2,11,7,Ing. Mecánica
71.2,2,72,3,8,4,No,No,Bajo Rendimiento,24,5,4,34324,0,90,No,82.4,86.5,10,7,Ing. Química
83.4,2,89,8,7,7,No,Sí,Rendimiento Promedio,19,3,1,13884,2,89,No,83.5,87.6,11,7,Ing. Inteligencia Artificial
89.1,2,83,7,5,8,No,No,Rendimiento Promedio,19,1,1,19502,1,83,No,89.1,82.7,10,6,Ing. Mecánica
89.1,4,80,7,4,5,No,No,Rendimiento Promedio,18,3,6,33613,3,84,No,90.3,79.7,8,5,Ing. Gestión Empresarial
80.6,2,92,6,7,8,No,Sí,Rendimiento Promedio,23,2,3,45050,0,83,No,79.1,81.8,9,6,Ing. Industrial
73.0,1,74,3,9,4,No,No,Bajo Rendimiento,21,1,2,44739,3,88,No,84.3,87.0,5,6,Ing. Inteligencia Artificial
89.1,2,85,6,6,6,No,Sí,Rendimiento Promedio,25,5,6,28432,2,80,No,81.9,83.5,9,6,Ing. Química
94.2,4,96,9,3,10,Sí,No,Alto Rendimiento,25,5,2,6129,1,88,No,83.8,82.5,8,6,Ing. Química
81.9,2,90,6,6,6,No,Sí,Rendimiento Promedio,24,2,1,34561,1,80,No,71.6,90.9,2,6,Ing. Química
80.0,2,93,6,4,5,No,Sí,Rendimiento Promedio,19,4,1,20499,3,88,No,70.0,87.8,12,6,Ing. Sistemas
84.4,3,91,6,7,6,No,Sí,Rendimiento Promedio,23,2,3,38868,1,88,No,84.7,86.4,1,6,Ing. Mecánica
85.6,3,86,5,5,8,No,Sí,Rendimiento Promedio,18,5,3,44805,1,89,No,88.5,95.3,4,7,Ing. Industrial
90.0,2,80,5,7,6,No,Sí,Rendimiento Promedio,24,5,2,15289,0,87,No,88.7,87.9,12,5,Ing. Gestión Empresarial
88.1,3,91,7,7,7,Sí,No,Rendimiento Promedio,24,4,4,9787,1,87,No,81.0,92.6,2,7,Ing. Civil
94.1,4,97,8,4,9,No,Sí,Alto Rendimiento,24,2,4,49022,1,95,Sí,90.8,74.8,3,7,Ing. Mecánica
84.9,3,90,5,5,6,No,Sí,Rendimiento Promedio,25,3,2,33122,3,78,No,85.6,75.2,7,6,Ing. Industrial
84.9,3,80,8,6,8,No,Sí,Rendimiento Promedio,20,2,4,5347,3,91,No,88.7,83.3,10,4,Ing. Mecánica
93.9,4,98,9,2,8,No,Sí,Alto Rendimiento,19,3,3,48985,3,93,No,87.0,84.9,5,4,Ing. Civil
86.4,2,90,8,4,8,No,Sí,Rendimiento Promedio,18,5,3,44396,1,83,Sí,89.5,88.5,3,6,Ing. Civil
80.0,2,92,5,6,6,No,Sí,Rendimiento Promedio,19,5,3,18940,3,89,No,81.4,84.0,2,7,Ing. Gestión Empresarial
85.1,4,83,6,4,7,No,Sí,Rendimiento Promedio,20,2,2,45118,1,93,No,82.1,86.1,9,7,Ing. Civil
83.9,2,90,8,6,8,Sí,Sí,Rendimiento Promedio,22,5,1,6545,0,84,No,79.9,85.2,7,6,Ing. Bioquímica
94.6,3,97,10,1,8,Sí,No,Alto Rendimiento,25,4,1,15331,2,84,Sí,79.5,82.3,9,5,Ing. Mecánica
83.8,2,88,5,5,6,No,No,Rendimiento Promedio,22,1,4,48402,2,80,No,81.2,96.5,4,5,Ing. Inteligencia Artificial
89.0,4,94,6,7,7,No,Sí,Rendimiento Promedio,20,3,4,49711,2,96,Sí,82.0,89.2,3,7,Arquitectura
78.1,2,85,4,7,4,No,No,Bajo Rendimiento,20,5,4,46136,3,91,No,95.4,84.4,10,6,Ing. Mecánica
93.8,3,100,10,4,10,Sí,No,Alto Rendimiento,22,3,2,24750,0,80,Sí,93.2,83.7,3,6,Ing. Gestión Empresarial
89.4,3,93,8,5,6,No,Sí,Rendimiento Promedio,20,2,4,47580,2,88,No,88.2,100.0,3,6,Ing. Civil
82.4,4,85,6,5,8,Sí,Sí,Rendimiento Promedio,24,4,2,45649,1,83,No,82.3,81.3,1,6,Ing. Industrial
88.4,2,83,7,6,7,No,Sí,Rendimiento Promedio,20,3,4,21030,0,77,No,85.0,83.5,10,7,Ing. Sistemas
83.5,2,81,7,4,5,No,Sí,Rendimiento Promedio,20,5,3,40473,3,99,Sí,93.1,87.3,8,6,Ing. Sistemas
95.5,3,96,10,3,10,Sí,No,Alto Rendimiento,22,1,3,5772,2,80,Sí,83.4,78.3,7,6,Ing. Civil
83.1,4,95,7,6,7,Sí,Sí,Rendimiento Promedio,22,4,3,25892,2,83,Sí,78.3,89.2,4,7,Ing. Inteligencia Artificial
86.3,2,89,5,4,8,No,Sí,Rendimiento Promedio,23,2,3,37707,2,84,Sí,98.2,85.0,2,6,Ing. Sistemas
86.7,3,89,8,6,7,No,Sí,Rendimiento Promedio,25,5,2,20543,0,82,No,85.9,88.2,7,5,Ing. Gestión Empresarial
85.2,4,93,5,6,6,No,Sí,Rendimiento Promedio,25,4,3,44052,0,84,No,96.3,83.1,8,5,Ing. Gestión Empresarial
81.1,4,80,5,4,6,No,Sí,Rendimiento Promedio,19,5,4,47050,1,90,Sí,85.7,90.8,1,5,Arquitectura
76.5,2,76,2,8,1,Sí,No,Bajo Rendimiento,22,2,2,14287,0,83,No,86.1,83.1,12,5,Ing. Mecánica
77.5,1,80,3,8,4,No,No,Bajo Rendimiento,19,2,4,41529,0,88,No,90.7,84.5,8,7,Arquitectura
77.2,2,79,2,7,1,Sí,No,Bajo Rendimiento,24,1,3,43002,1,85,No,85.7,95.6,12,5,Ing. Bioquímica
94.3,3,95,8,2,10,Sí,No,Alto Rendimiento,24,4,1,42289,2,78,Sí,86.0,82.0,2,6,Arquitectura
87.6,2,82,7,7,8,No,Sí,Rendimiento Promedio,25,1,1,43498,2,87,No,90.8,83.9,6,5,Ing. Civil
84.0,3,89,7,4,8,No,Sí,Rendimiento Promedio,22,1,5,38355,0,84,Sí,94.2,83.7,8,6,Ing. Gestión Empresarial
84.9,3,91,7,4,5,No,Sí,Rendimiento Promedio,21,1,1,33946,1,75,No,90.0,84.7,8,6,Ing. Gestión Empresarial
86.9,3,92,8,7,8,No,Sí,Rendimiento Promedio,19,3,3,25214,2,79,Sí,84.1,89.5,9,6,Ing. Civil
93.2,3,97,10,2,10,No,No,Alto Rendimiento,25,2,3,44906,3,88,No,83.4,83.0,2,7,Arquitectura
90.0,3,82,6,5,6,Sí,No,Rendimiento Promedio,25,1,1,26287,3,97,No,84.7,83.1,2,6,Ing. Gestión Empresarial
90.0,4,89,6,7,8,No,Sí,Rendimiento Promedio,20,3,1,9855,1,85,Sí,86.3,93.9,10,6,Ing. Gestión Empresarial
87.1,2,80,5,6,6,No,Sí,Rendimiento Promedio,21,3,2,33286,1,70,No,83.3,86.7,5,5,Ing. Química
86.9,3,92,8,5,7,No,Sí,Rendimiento Promedio,23,3,1,24233,0,87,No,85.9,84.1,3,7,Ing. Electrónica
88.9,2,86,8,6,5,Sí,Sí,Rendimiento Promedio,22,1,1,42499,3,77,No,90.8,88.9,8,7,Ing. Civil
83.5,4,80,6,5,8,No,Sí,Rendimiento Promedio,25,3,1,36750,2,82,No,82.7,87.4,11,7,Arquitectura
72.8,2,79,1,7,1,Sí,No,Bajo Rendimiento,22,1,1,48082,1,94,Sí,88.5,84.1,8,7,Arquitectura
89.0,3,86,7,5,8,No,Sí,Rendimiento Promedio,23,4,3,8621,3,81,No,80.7,91.1,8,7,Arquitectura
91.6,4,98,9,1,10,Sí,Sí,Alto Rendimiento,21,2,1,10932,2,87,No,82.7,71.2,11,7,Ing. Química
87.9,4,84,6,7,8,No,Sí,Rendimiento Promedio,18,5,4,47643,3,84,Sí,90.3,92.6,8,6,Ing. Inteligencia Artificial
95.3,3,97,10,4,9,No,Sí,Alto Rendimiento,24,1,6,15714,2,86,No,91.6,83.6,8,7,Ing. Química
87.5,4,93,6,5,8,No,No,Rendimiento Promedio,20,2,3,25702,3,76,No,78.6,87.1,5,4,Ing. Civil
87.5,2,86,7,7,5,No,Sí,Rendimiento Promedio,19,1,3,47712,2,86,No,93.9,84.5,12,6,Arquitectura
80.0,2,74,2,10,2,No,No,Bajo Rendimiento,21,4,3,15103,2,91,No,87.3,83.6,7,7,Ing. Gestión Empresarial
80.7,3,91,5,6,5,No,Sí,Rendimiento Promedio,19,2,3,20489,1,78,No,73.7,75.6,11,6,Arquitectura
94.4,3,97,9,1,10,Sí,No,Alto Rendimiento,22,2,4,17252,2,91,No,79.6,91.7,12,7,Ing. Gestión Empresarial
89.0,2,82,7,4,5,No,Sí,Rendimiento Promedio,18,3,5,28076,1,80,No,89.5,83.3,1,6,Ing. Química
95.3,4,96,8,2,10,Sí,No,Alto Rendimiento,23,1,6,11174,3,89,No,88.8,90.8,1,6,Ing. Mecánica
95.0,3,98,10,2,9,Sí,Sí,Alto Rendimiento,18,1,7,46198,0,81,No,88.7,91.8,8,6,Ing. Civil
94.7,4,97,8,4,8,Sí,Sí,Alto Rendimiento,19,5,6,27057,0,79,Sí,71.7,95.8,5,7,Ing. Gestión Empresarial
70.0,1,77,4,10,2,No,No,Bajo Rendimiento,23,3,3,23029,3,88,No,85.1,83.4,12,6,Arquitectura
85.1,2,83,6,6,6,Sí,Sí,Rendimiento Promedio,24,3,2,16220,1,87,No,83.2,89.2,4,4,Ing. Sistemas
75.6,2,80,1,10,2,Sí,No,Bajo Rendimiento,22,5,4,7016,0,77,Sí,85.0,87.1,7,5,Ing. Química
95.7,3,95,10,2,9,Sí,No,Alto Rendimiento,23,3,2,11857,0,90,No,81.2,89.5,8,5,Ing. Mecánica
85.4,2,84,6,7,7,No,Sí,Rendimiento Promedio,24,3,2,7043,2,78,No,74.2,81.9,10,7,Ing. Industrial
85.5,3,88,7,7,7,No,No,Rendimiento Promedio,23,4,3,6204,1,82,No,70.0,83.2,7,5,Ing. Sistemas
84.7,4,90,6,4,6,No,Sí,Rendimiento Promedio,18,2,2,29949,1,86,No,88.0,85.0,9,6,Ing. Gestión Empresarial
95.8,3,99,8,2,9,Sí,No,Alto Rendimiento,20,5,3,26864,2,81,No,81.4,86.2,9,7,Ing. Inteligencia Artificial
79.2,2,76,1,10,4,No,No,Bajo Rendimiento,22,4,6,16211,3,89,Sí,81.1,83.8,10,7,Ing. Mecánica
74.4,2,84,2,8,1,No,No,Bajo Rendimiento,21,4,2,15469,0,87,No,87.2,80.4,9,5,Ing. Química
97.8,4,95,9,2,10,Sí,No,Alto Rendimiento,25,4,3,26516,2,84,No,85.4,79.8,9,5,Ing. Sistemas
88.9,4,95,8,7,5,No,Sí,Rendimiento Promedio,21,3,3,26925,3,73,No,85.0,89.4,9,5,Ing. Sistemas
96.7,4,97,9,1,10,Sí,No,Alto Rendimiento,21,5,1,46358,3,91,No,92.3,90.6,1,6,Ing. Sistemas
88.3,4,88,7,6,5,No,Sí,Rendimiento Promedio,20,3,1,20377,1,85,Sí,93.8,93.5,11,6,Ing. Mecánica
82.9,3,81,8,4,7,No,No,Rendimiento Promedio,22,3,4,28951,3,82,No,93.8,83.2,5,6,Ing. Gestión Empresarial
95.0,3,95,10,4,9,No,Sí,Alto Rendimiento,23,4,1,9264,2,85,No,79.9,79.0,10,6,Arquitectura
80.2,2,83,5,5,5,No,Sí,Rendimiento Promedio,19,1,3,6073,1,90,No,91.3,87.1,1,6,Ing. Industrial
84.1,2,81,6,5,8,Sí,Sí,Rendimiento Promedio,19,5,3,24674,1,86,No,79.2,83.7,6,6,Ing. Mecánica
85.2,4,83,7,5,7,No,Sí,Rendimiento Promedio,22,5,4,12873,0,86,Sí,89.1,84.3,7,6,Ing. Mecánica
85.5,2,90,5,7,8,No,Sí,Rendimiento Promedio,20,4,3,5040,1,76,No,81.2,82.8,11,5,Ing. Mecánica
74.2,2,81,4,10,3,Sí,No,Bajo Rendimiento,22,4,2,12537,3,76,No,85.5,85.8,5,5,Ing. Civil
87.1,4,91,5,4,5,Sí,Sí,Rendimiento Promedio,25,2,2,6655,3,83,Sí,86.9,86.1,2,6,Ing. Industrial
96.3,3,96,9,2,10,Sí,No,Alto Rendimiento,19,4,6,15938,3,88,No,86.0,93.4,9,5,Ing. Civil
94.3,3,96,9,2,8,No,No,Alto Rendimiento,22,3,4,5930,0,90,No,89.0,95.3,8,7,Ing. Industrial
77.5,1,73,1,8,2,No,No,Bajo Rendimiento,21,4,2,19614,2,92,No,85.6,78.5,1,5,Ing. Industrial
88.1,4,89,6,6,5,No,No,Rendimiento Promedio,25,5,5,31090,0,96,No,81.6,91.4,8,6,Ing. Mecánica
90.0,3,85,7,4,5,No,Sí,Rendimiento Promedio,24,1,1,31138,2,83,No,82.8,94.1,1,6,Ing. Mecánica
90.0,4,86,6,5,6,No,Sí,Rendimiento Promedio,23,1,3,34105,3,87,No,82.5,89.4,12,7,Ing. Civil
97.8,3,98,9,3,8,No,No,Alto Rendimiento,22,3,1,47849,2,86,No,84.9,92.0,11,6,Arquitectura
92.5,4,98,10,2,10,Sí,No,Alto Rendimiento,25,1,3,17122,3,82,No,85.9,91.4,5,6,Ing. Química
77.7,1,82,2,9,2,No,No,Bajo Rendimiento,25,4,2,13162,3,90,No,81.4,84.7,10,7,Ing. Química
83.9,3,95,5,6,5,No,Sí,Rendimiento Promedio,23,1,6,8412,3,89,No,81.2,85.4,7,7,Arquitectura
72.5,1,84,1,9,1,No,No,Bajo Rendimiento,18,4,2,23534,2,84,No,87.1,86.6,6,6,Ing. Industrial
86.8,3,80,6,6,8,No,No,Rendimiento Promedio,22,2,1,46858,1,80,No,90.4,85.4,2,7,Ing. Electrónica
80.0,2,83,5,7,7,No,No,Rendimiento Promedio,19,5,2,48502,0,79,No,82.2,94.2,3,6,Arquitectura
86.7,4,90,5,4,6,No,Sí,Rendimiento Promedio,25,3,2,29899,3,81,No,86.0,90.2,6,7,Ing. Civil
95.1,3,98,10,2,9,Sí,Sí,Alto Rendimiento,24,2,5,43712,2,86,No,84.2,83.6,3,7,Ing. Industrial
74.5,1,71,1,10,1,No,No,Bajo Rendimiento,19,1,1,8778,2,81,No,95.2,88.0,1,6,Ing. Civil
82.9,2,88,5,5,6,No,Sí,Rendimiento Promedio,25,3,2,11658,0,86,No,91.7,80.1,2,6,Ing. Gestión Empresarial
71.5,1,70,1,10,3,No,No,Bajo Rendimiento,24,4,2,10107,2,83,No,81.3,86.9,9,7,Ing. Sistemas
81.4,3,84,6,7,6,Sí,No,Rendimiento Promedio,23,2,4,5877,1,83,No,83.7,82.4,11,5,Ing. Mecánica
77.2,2,85,3,10,4,Sí,No,Bajo Rendimiento,19,5,3,11836,0,86,No,84.5,87.8,3,6,Ing. Bioquímica
75.1,2,70,5,7,2,No,No,Bajo Rendimiento,21,5,4,31888,2,84,No,81.3,78.1,3,6,Ing. Industrial
91.2,3,98,10,3,9,No,Sí,Alto Rendimiento,19,2,1,27631,0,79,No,80.9,87.8,5,7,Arquitectura
95.0,3,97,10,1,10,Sí,No,Alto Rendimiento,18,2,3,39631,1,82,No,89.8,86.8,1,5,Ing. Gestión Empresarial
73.8,2,80,1,10,1,Sí,No,Bajo Rendimiento,22,2,2,11055,1,88,No,73.7,83.2,11,7,Ing. Industrial
81.5,2,88,5,6,6,No,Sí,Rendimiento Promedio,20,1,3,11583,2,86,No,84.8,86.5,1,6,Ing. Civil
88.4,3,85,7,5,5,No,No,Rendimiento Promedio,19,5,2,45636,0,85,Sí,88.9,88.3,1,5,Ing. Industrial
83.9,4,81,7,7,7,No,Sí,Rendimiento Promedio,22,5,1,37073,1,84,No,92.6,82.3,4,5,Ing. Industrial
80.0,4,87,5,7,6,No,Sí,Rendimiento Promedio,25,1,6,38387,3,80,No,90.0,85.1,9,5,Arquitectura
89.6,2,91,7,6,8,Sí,No,Rendimiento Promedio,25,3,3,45669,0,77,Sí,77.8,83.2,5,7,Arquitectura
83.9,4,85,7,7,8,No,Sí,Rendimiento Promedio,21,5,2,14604,3,86,No,88.1,82.9,8,5,Arquitectura
85.7,3,81,6,6,7,No,Sí,Rendimiento Promedio,22,3,3,10461,3,84,No,95.0,87.3,11,6,Ing. Industrial
84.0,4,80,5,6,7,No,No,Rendimiento Promedio,19,3,5,21644,0,86,No,80.6,83.6,3,7,Ing. Bioquímica
82.8,2,83,6,6,6,No,Sí,Rendimiento Promedio,19,3,5,33409,2,89,No,81.8,83.4,10,7,Ing. Civil
90.0,2,86,7,6,8,Sí,Sí,Rendimiento Promedio,23,5,4,15635,1,79,No,84.9,83.7,4,6,Ing. Industrial
82.9,3,87,5,5,5,No,No,Rendimiento Promedio,24,4,1,7644,2,70,No,88.0,84.0,5,6,Ing. Civil
86.2,3,85,8,6,6,No,Sí,Rendimiento Promedio,19,3,3,25889,0,87,No,90.9,82.3,12,5,Ing. Gestión Empresarial
87.9,4,84,8,6,5,No,Sí,Rendimiento Promedio,18,4,1,43272,3,91,Sí,84.3,83.4,2,6,Ing. Electrónica
86.1,4,88,6,5,7,No,Sí,Rendimiento Promedio,22,1,5,25208,3,84,Sí,91.1,84.9,3,7,Ing. Química
85.0,3,89,5,7,6,No,Sí,Rendimiento Promedio,23,4,1,27665,3,84,No,82.7,84.3,1,7,Ing. Bioquímica
